id,level,sector,filiere,degree
26C31001M,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),"Responsable en marketing, commercialisation et gestion (ACFI)"
26C31002M,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Développeur d'enseigne (Titre Pro Niv 2)
26C3100AP,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Adjoint de direction (TH)
26C3100BM,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Responsable opérationnel de centre de profit (IFAG)
26C3110AP,Niveau 2,Echanges et gestion,"Transport, manutention, magasinage",Responsable en logistique (Titre Pro Niv 2 - AFT-IFTIM)
26C31203T,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable commercial pour l'agroalimentaire et l'industrie (TECOMAH)
26C31204P,Niveau 2,Echanges et gestion,"Commerce, vente",Acheteur industriel (ACIFOP Bergerac)
26C31205T,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable en commerce extérieur (ESCE)
26C31207N,Niveau 2,Echanges et gestion,"Commerce, vente",Chef de projet en marketing Internet et conception de site (groupe FIM)
26C31208P,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable en commerce international (TITRE PRO Niv 2 - ACFI)
26C31209P,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable Manager de la Distribution (ACFCI)
26C3120AT,Niveau 2,Echanges et gestion,"Commerce, vente",Vente (titre Sup de V de l'école supérieure de vente st germain en laye) (TH)
26C3120JP,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable de développement commercial (ACFCI) 
26C31401R,Niveau 2,Echanges et gestion,"Comptabilité, gestion",Contrôleur de gestion (ESCIA)
26C31501N,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Responsable développement ressources humaines (CCI du valenciennois)
26C3200AN,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Concepteur réalisateur multimédia (TH)
26C32604N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Responsable en ingénierie des logiciels (CESI)
26C3260AN,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Chargé de projet informatique option : logiciel (CCI Versailles) (TH)
26C3260CN,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Concepteur de systèmes d'information
26C3260EW,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Chargé d'Affaires en Hautes Technologies (EURIDIS Management) 
26C33401P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Manager de restaurant (TIRE PRO Niv 2)
26C33402P,Niveau 2,Services aux personnes,"Accueil, hôtellerie, tourisme",Responsable d'un centre de profit tourisme hotellerie restauration (ACFCI)
26CI0328,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données","Applications informatiques gestion, études, multimédias (MAITRISE)"
26CI0331,Niveau 2,"Génie civil, construction, bois","Spécialités pluri-technologiques, génie civile, construction, bois",Manager de projet technologique filière management ingénierie et matériaux (TP NIV 2)
26CI0333,Niveau 2,Non défini,Non défini,Manager commercial cross média (TP NIVII)
26E31103M,Niveau 2,Echanges et gestion,"Transport, manutention, magasinage",Manager opérationnel transports et logistique
26J33501M,Niveau 2,Services aux personnes,"Animation culturelle, sportive et de loisirs",Brevet d'état d'éducateur sportif 2me degré toute option (BEES 2)
26K32101N,Niveau 2,Communication et information,Journalisme et communication (y compris communication graphique et publicité),Diplôme en journalisme
26K32501T,Niveau 2,Communication et information,"Documentation, bibliothèques, administration des données",Documentaliste Multimédias (TP niv 2 INA)
26N3150AP,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Responsable de la Gestion des Ressources Humaines (IGS)
26N32601R,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Administrateur systèmes réseaux et bases de données (IPI)
26N32602N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Analyste en génie informatique et réseaux (INSTA)
26Q3110BP,Niveau 2,Echanges et gestion,"Transport, manutention, magasinage",Responsable du transport multimodal (PROMOTRANS)
26R22001N,Niveau 2,Transformation,Spécialités pluri-technologiques des transformations,Concepteur en systèmes mécaniques (Titre Pro niv II - Léonard de Vinci)
26R31201T,Niveau 2,Echanges et gestion,"Commerce, vente",Négociateur d'affaires (Titre Pro niv II - Léonard de Vinci)
26R3120BT,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable du développement commercial et marketing (IDRAC)
26R3120CP,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable du développement marketing et commercial interorganisationnel (IDRAC)
26R32601N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Gestionnaire de ressources informatiques (TP niv ii)
26R3430AP,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Responsable de service hygiène propreté (TH)
26S33202P,Niveau 2,Services aux personnes,Travail social,Responsable et Directeur d'Organisations Sociales (ANDESI)
26U2530AN,Niveau 2,"Mécanique, électricité, électronique",Mécanique aéronautique et spatiale,"Spécialités aérospatiales option : conception de structures aérospatiales, équipements aérospatiaux, propulseurs aérospatiaux (DUST Paris 10 IUT ville d'Avray)"
26U31502P,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Technicien supérieur en gestion des ressources humaines (du Paris 1)
26U3150AP,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Adjoint au responsable des ressources humaines (TH)
26U3430AM,Niveau 2,Services à la collectivité,"Nettoyage, assainissement, protection de l'environnement",Gestion des services urbains option : transport et propreté (du) (TH)
26X13201G,Niveau 2,Lettres et arts,Arts plastiques,Spécialiste-conseil en biens et services culturels (ECAD consultants - IESA)
26X31001P,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Responsable en gestion (IGS-ESAM)
26X31002P,Niveau 2,Echanges et gestion,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Chef de produit (Titre Professionnel InIV 2 ISEE)
26X31201M,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable de développement commercial (TITRE PRO Niv 2)
26X31202T,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable des achats (CDAF formation)
26X31203P,Niveau 2,Echanges et gestion,"Commerce, vente",Responsable marketing (imesg)
26X31501R,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Chargé des ressources humaines (certification)
26X31502M,Niveau 2,Echanges et gestion,"Ressources humaines, gestion du personnel, gestion de l'emploi",Consultant en recrutement (Titre Professionnel ESMAE)
26X32001P,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Chef de projet multimédia (Titre Profession niv II - IIM)
26X32002P,Niveau 2,Communication et information,Spécialités plurivalentes de la communication,Responsable projet communication interne/externe (ISCPA)
26X32301T,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Journaliste audiovisuel 3IS (Titre Professionnel Niv 2)
26X32302T,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Chargé de production en audiovisuel 3IS (Titre Professionnel Niv 2)
26X32303N,Niveau 2,Communication et information,"Techniques de l'image et du son, métiers connexes du spectacle",Designer numerique (ICAN)
26X32501N,Niveau 2,Communication et information,"Documentation, bibliothèques, administration des données",Gestionnaire de l'information (école de bibliothecaires documentalistes)
26X32601T,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Administrateur systèmes et réseaux (TITRE PRO Niv 2)
26X32603R,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Responsable en études et en développement du systeme d'information (hitema)
26X32604N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Analyste informaticien (Titre professionnel AFCEPF)
26X32607N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Chef de projet logiciels et reseaux (ISIMI POLE PARIS ALTERNANCE)
26X32608N,Niveau 2,Communication et information,"Informatique, traitement de l'information, réseaux de transmission des données",Responsable de projets informatiques (Fondation La Mache Partner Formation) 
32020006N,Niveau 3,Spécialités pluritechniques de la production,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Conception de produits industriel (BTS)
32020008W,Niveau 3,Spécialités pluritechniques de la production,"Technol. industrielles fondamentales (génie industriel, et procédés de transformation, spécia. à dominante fonctionnelle",Technico-commercial (BTS)
